names	logFC	AveExpr	t	P.Value	adj.P.Val	B
LIMS2	-2.01861810780261	9.47138614291371	-10.4251129716683	4.60437753680962e-15	1.32400345553153e-12	24.0206549979294
FGFR4	-2.62044531011532	7.16129871596749	-10.3997086980959	5.06190237613509e-15	1.42524188778054e-12	23.9278177692412
SFXN1	1.68725691341305	7.66950387789662	10.3760624574977	5.52887886375087e-15	1.52495505803251e-12	23.8413389239268
GPC3	-2.14647276227776	9.45681985534248	-10.3642687175951	5.77778058845285e-15	1.56173409305881e-12	23.7981831888839
GGCT	1.63131957987354	10.8540989886489	10.2667882305606	8.31917980222229e-15	2.20458264758891e-12	23.4408808918834
VIPR1	-2.74528982677207	10.012146787114	-10.2552390707055	8.68694735857283e-15	2.25777102982907e-12	23.3984783719529
HK3	-3.06544306436403	6.58258654448087	-10.2360898126366	9.33319650279462e-15	2.37996510821263e-12	23.3281395548849
BIRC5	2.44000650359956	7.19329105370481	10.1834101391904	1.1372297114375e-14	2.84623325001442e-12	23.1344279506243
KANK2	-1.43223014892928	9.74316332001133	-10.1646054348229	1.22043026131022e-14	2.99892999665593e-12	23.0652061158843
HMGB3	1.98194532567652	9.58092027440865	10.1569711904872	1.25593376023463e-14	3.03106156599483e-12	23.037092721924
CFD	-2.81473777536211	10.3098754437415	-10.1403861487084	1.33669140407286e-14	3.11888240799508e-12	22.9759957627316
WIF1	-4.81606643729852	8.34760750725352	-10.1400309389575	1.33847709703081e-14	3.11888240799508e-12	22.9746868922547
PIP5K1B	-1.30549456992206	8.07259866623375	-10.1233844219624	1.42491374860965e-14	3.26401852753549e-12	22.9133327256527
ADH1B	-4.1460966998081	9.247307227377	-10.0930816639047	1.59696044240671e-14	3.59715339652112e-12	22.8015685970337
STXBP6	-1.37144345574862	7.32157584972255	-10.0873847864684	1.63157028346003e-14	3.61486432474791e-12	22.7805460218014
PTRF	-1.45568833082434	10.5626682202913	-10.0325271852163	2.00607026163796e-14	4.37290961065113e-12	22.5779327177616
C14orf132	-1.91887741079518	9.41144278095184	-9.99065696893067	2.34926124368997e-14	5.03972471563014e-12	22.4230718850363
RRM2	2.6270270373439	8.39889010076069	9.94097425302674	2.83409523983656e-14	5.98481205724861e-12	22.2390761762471
PDLIM2	-1.85872386879276	9.43668077234741	-9.9314455404762	2.93801902893124e-14	6.10881956553935e-12	22.2037579028733
FLAD1	1.06469137861956	8.39207505556875	9.90095980286777	3.29700574344165e-14	6.75136857918392e-12	22.0906988603764
ARRB1	-1.81042335239001	9.28003691857606	-9.88982625901458	3.43885462509762e-14	6.93673436689468e-12	22.0493851714784
KIAA0101	1.85055608790656	8.91473285872195	9.85802333021952	3.87882739577541e-14	7.70916944910362e-12	21.9313025680164
KAT2B	-1.25494134768447	8.4462544863508	-9.84491563955696	4.07627309042164e-14	7.9841783792824e-12	21.8826042771962
TGFBR3	-2.016168308648	8.51257006528947	-9.83866148457834	4.17401759759497e-14	8.05883540449943e-12	21.8593623845467
SEMA5A	-1.69095017201402	9.00427141027211	-9.79832749229419	4.86365421089482e-14	9.21402168717591e-12	21.7093766253076
KLF4	-2.89840095618525	9.94387115588678	-9.79589757213802	4.90869079893944e-14	9.21402168717591e-12	21.7003354909545
GINS2	3.72312377523599	6.06789486133201	9.78096037305971	5.19491351176594e-14	9.61770631664612e-12	21.6447448189657
ADRB2	-1.75530661052667	9.15690591840496	-9.76112146930574	5.60121562613074e-14	1.02297877279942e-11	21.5708772835765
TCF21	-3.89324136857519	8.16479078595486	-9.72966573364229	6.31204748936189e-14	1.13743095758301e-11	21.4536756787405
SOCS2	-2.21496841282027	9.14213991269206	-9.72596610100007	6.40141122297108e-14	1.13835621945334e-11	21.4398846940703
TNXA /// TNXB	-3.11524974162076	9.14329229033039	-9.70484389948109	6.93656433870495e-14	1.21750216931945e-11	21.3611223978633
TRPV2	-1.20675097367077	9.07605863793145	-9.68425291976759	7.50160142895757e-14	1.29979670913284e-11	21.2842988099231
CES1 /// LOC100653057	-2.86179516456795	10.3584328707824	-9.65516445378971	8.37969902488836e-14	1.43356496609324e-11	21.1757012010538
ADAMTS8	-2.37329080650389	6.98755011113649	-9.63704086723927	8.97839617449048e-14	1.51678780372799e-11	21.1079979436313
MMRN2	-1.8266826307982	8.92524568488539	-9.61583486438627	9.73382165706887e-14	1.6241061690776e-11	21.0287397425747
ACADL	-2.34538410196607	7.24843650639324	-9.6114169719348	9.89908233891805e-14	1.63153777817655e-11	21.0122222858661
NXF3	-2.81918298096177	5.28313925243306	-9.58884412377023	1.07885977430917e-13	1.74503188587472e-11	20.9277986837267
FXYD1	-2.97542456475089	8.64559656974355	-9.58745427933909	1.08459251508307e-13	1.74503188587472e-11	20.9225990111437
NME1	1.82211990312329	10.8599061183232	9.58098211202198	1.11169493681246e-13	1.76759494953181e-11	20.8983829891446
DES /// SUPT20H	-2.68485432198033	7.37848833087246	-9.57716073253398	1.1280160529976e-13	1.77269034375147e-11	20.8840831945227
HIST1H2BD	1.47192388395786	9.02710969207812	9.55767488697805	1.21506724367472e-13	1.88754411474298e-11	20.8111447414989
GPD1	-2.27014492207315	5.54661197235758	-9.53017840441653	1.34953284614292e-13	2.07260641086608e-11	20.7081606127997
SPTBN1	-1.97702444751962	7.73338989718687	-9.50663806313873	1.4764949008125e-13	2.24211557128999e-11	20.6199376521743
PPP1R14B	1.59338365326891	9.60365088199213	9.45227271120986	1.81758849771593e-13	2.72941206073676e-11	20.4159955751666
EPAS1	-2.50815047099916	11.7808035296113	-9.43376904004395	1.9509386793553e-13	2.89746552214141e-11	20.3465208370964
TOP2A	3.15542764531956	7.56163866797231	9.42813906604321	1.99343331213936e-13	2.9283968710395e-11	20.3253761382141
EMCN	-3.07600615634043	7.38246572096165	-9.41033908255652	2.13401105227484e-13	3.08445820351256e-11	20.2585053396321
MYH10	-1.69794194008592	10.9359347609895	-9.40895963488873	2.14531314191772e-13	3.08445820351256e-11	20.2533218584651
CALCRL	-2.1071189097974	8.28506075217651	-9.39700607384567	2.2458076677948e-13	3.19495690844703e-11	20.2083974442172
SNRK	-1.22064127229019	9.45955376711737	-9.39252775271273	2.28466519020961e-13	3.21638021309196e-11	20.1915635350918
ZWINT	1.72166028240312	9.06154366309111	9.34628299358782	2.72771011842793e-13	3.80051569593335e-11	20.0176267516466
SAP18	-1.35302876788992	8.57444009970918	-9.2994174519509	3.2650401717407e-13	4.45527745049227e-11	19.8411643320418
EML1	-1.28048268977316	7.63900143140738	-9.29790963999879	3.28399347239556e-13	4.45527745049227e-11	19.8354838303396
KDELR3	1.44278970806021	8.94639756002236	9.29691610672594	3.29654269366798e-13	4.45527745049227e-11	19.8317407055647
FANCI	1.7187719053097	7.09504251990763	9.29377118053867	3.33658479714432e-13	4.46474688449559e-11	19.8198916754104
CBX7	-1.65632586373106	9.36869300657391	-9.2905495489583	3.37811082403669e-13	4.47599684184862e-11	19.8077527661669
LYVE1	-2.47888465515423	7.77091534076489	-9.28262424768991	3.48249178615112e-13	4.56950257182838e-11	19.7778869412641
IL1RL1	-2.45502322442557	7.23278032967762	-9.27941814379696	3.52563412107992e-13	4.58162934099953e-11	19.7658034875447
LDHA	1.02045234967276	13.1535452658274	9.26909675542083	3.66820663335123e-13	4.72150596664209e-11	19.7268973642433
KCNK3	-2.85101810922498	7.58817044947314	-9.26612118564812	3.71037579198155e-13	4.73072913477648e-11	19.7156793744302
GPR89A /// GPR89B	0.843160247311745	8.91977979420312	9.24434649613208	4.03416897045326e-13	5.09549473230615e-11	19.6335653400116
CD97	-1.53238271966538	9.7854845148789	-9.24067198174125	4.09154715027241e-13	5.12011664221589e-11	19.6197045244853
INPP5A	-1.13092800403784	10.0016717949728	-9.19201331967442	4.93348417580893e-13	6.11706776477593e-11	19.4360506446379
SPP1	3.75177712384963	9.90766902711567	9.1853709769077	5.06120359476498e-13	6.21837878029534e-11	19.4109650584637
TMOD1	-1.33447095283391	7.60112511302159	-9.17258958551507	5.31639505455746e-13	6.47307019480577e-11	19.3626844689402
LRRN3	-1.8857877770649	7.91016606791471	-9.15206607463315	5.75351403027255e-13	6.94274483206549e-11	19.2851308691826
GPER1	-1.93744933290068	6.21615398580964	-9.1303968449236	6.25432776284282e-13	7.48028670042661e-11	19.2032109363331
C1orf115	-1.97322854051882	9.39602710142109	-9.12536461639318	6.3767688082232e-13	7.55982723185408e-11	19.1841813444201
GDF10	-2.23411516167496	7.67455535610016	-9.1156968555673	6.61880241395229e-13	7.72536228328022e-11	19.1476166161108
GTF2IRD1	0.988802485260029	9.47455638228211	9.11522998446038	6.63072160459123e-13	7.72536228328022e-11	19.1458506605931
AATK	-1.27057409502985	9.17172809708745	-9.08600713273494	7.42137364925137e-13	8.5726380230455e-11	19.0352799304254
ADIRF	-4.51485510606191	9.46387004593485	-9.03705248006556	8.964090255156e-13	1.02669220168164e-10	18.8499002921311
KIF20A	3.07211147957308	7.3021609310473	9.01438209125319	9.78400422115477e-13	1.11118333654543e-10	18.7639904870792
LRRC59	0.879505768722943	10.7496615119695	8.98817820792473	1.08261093344968e-12	1.20973064126254e-10	18.6646419983125
SVEP1	-2.66727010499937	7.5272443226611	-8.98806759655616	1.08307367808189e-12	1.20973064126254e-10	18.6642225210269
WFS1	-1.32473649523469	10.2623345873881	-8.9830481476468	1.10428315223662e-12	1.22331039364574e-10	18.6451860411487
ANGPT1	-1.48918324931384	8.65475720842043	-8.97999412248875	1.11739154782033e-12	1.22776802998307e-10	18.6336025981363
PPM1F	-1.50234960638248	9.02626580205953	-8.96178588901711	1.19885507620664e-12	1.30665535120426e-10	18.5645272359504
PDZD2	-2.54192884394926	8.54094800344519	-8.95622244778146	1.22491700530354e-12	1.32438026613419e-10	18.5434166967589
HEG1	-1.70498499358217	9.666084166837	-8.94061114618016	1.30112903067348e-12	1.39561578171048e-10	18.4841673205902
CHAF1B	2.850595925796	4.75646017900794	8.91207133730308	1.45299058568005e-12	1.54623368232014e-10	18.3758047558111
SLIT3	-2.37752923112803	7.47072358946236	-8.908289489714	1.4744078163781e-12	1.55676731549609e-10	18.3614410868408
HBG1 /// HBG2	-2.05500658481825	8.21897951987325	-8.88830367858618	1.5929719139273e-12	1.66891592377732e-10	18.2855169114683
SELP	-1.48161054122611	9.41314826643018	-8.88388195777078	1.62047167175556e-12	1.67825400347829e-10	18.2687153895445
AURKA	2.09059977608948	7.5764222897472	8.8828877168799	1.62672049171777e-12	1.67825400347829e-10	18.2649373127195
NIPSNAP1	1.01093528921502	9.92203902027275	8.87313448673014	1.68931811895056e-12	1.7296313922437e-10	18.2278717254901
BZW2	1.53810855231508	10.9282688042703	8.87008958143476	1.70935221126928e-12	1.73698459663942e-10	18.2162986826582
AGTR1	-1.54847858948555	7.65717403289996	-8.85492974113919	1.81270681593134e-12	1.82826362815762e-10	18.1586696874826
CAMK2N1	-2.05775321116763	10.8612824541197	-8.83879072494611	1.92964755497087e-12	1.93179160780973e-10	18.0973009034445
UBE2C	2.01282003657121	9.35147271130964	8.82582996369807	2.02902471548292e-12	2.00239817231658e-10	18.048004497588
SEMA3G	-2.07061305098799	8.4879262306761	-8.82573036265888	2.02980798821585e-12	2.00239817231658e-10	18.0476256194043
ARHGAP6	-2.32701698120011	7.03256740080304	-8.82235866750113	2.0565032920729e-12	2.01403202843226e-10	18.0347994333335
XAGE1B /// XAGE1E	5.25121432374207	6.10796612327045	8.81135093764275	2.14613679315689e-12	2.08669343593636e-10	17.9929198098019
MT1M	-4.35864257603448	8.06580994779177	-8.80721388486923	2.18082958265011e-12	2.10527941496545e-10	17.9771780030123
TSPAN7	-2.23585612525053	9.22373819887343	-8.80278832111087	2.21856571394045e-12	2.11302221978505e-10	17.9603371120881
PHKA1	2.05094502045516	7.01591361729121	8.80260771896882	2.22011953540123e-12	2.11302221978505e-10	17.9596498268009
SLC2A1	1.52087415446857	8.51945237633456	8.79267448479372	2.30728580795041e-12	2.18062711149998e-10	17.9218453228428
FEN1	1.19823169227546	8.39347299927616	8.78481396029905	2.37869389187471e-12	2.22774308790144e-10	17.8919245881814
DUOX1	-2.43529769845471	8.31506536821359	-8.78357979743542	2.39010542172185e-12	2.22774308790144e-10	17.8872264288418
FHL1	-2.50449118297133	8.89400844495038	-8.73791732078657	2.85331519505871e-12	2.62633773215382e-10	17.7133299770451
STK10	-0.897488211272995	8.77146846379537	-8.73761941606457	2.85661595728163e-12	2.62633773215382e-10	17.7121950203507
MAOB	-3.32219369842827	8.58498112587607	-8.7276313586023	2.96953091358383e-12	2.71170339845172e-10	17.6741392386433
JAM2	-1.88387035237975	8.84426394391493	-8.71936010777296	3.06642321705172e-12	2.78138991801705e-10	17.6426198733581
ANKS1A	-1.02809525312219	9.74444215903462	-8.70504349298925	3.24169790711086e-12	2.92076981430689e-10	17.5880530779781
AKT3	-1.314243150404	8.47931720898185	-8.69575593074653	3.36074930674232e-12	3.007981912624e-10	17.5526472523618
DEPTOR	1.61065262145705	8.33360385596379	8.68263353926985	3.53648012678312e-12	3.11084312015257e-10	17.5026131788548
CDCA3	2.4611036806103	6.13331527855305	8.68203527690691	3.54470824000361e-12	3.11084312015257e-10	17.5003318221648
FOSB	-4.62174993158379	9.98045164048087	-8.68203392174944	3.54472689976689e-12	3.11084312015257e-10	17.5003266545112
GNLY	-2.47791065249907	7.73716502434993	-8.67528259831293	3.63892402774853e-12	3.15937904844323e-10	17.4745802635785
TRHDE	-2.49881123505501	5.39642710825877	-8.67472706862089	3.64678602705989e-12	3.15937904844323e-10	17.472461607589
DPYSL2	-1.95013411580111	11.7516393852034	-8.67265876818843	3.67620741194367e-12	3.16458236766998e-10	17.4645734421958
UBL3	-1.19447759141836	9.40294728798316	-8.66580875182005	3.77536088865225e-12	3.21135522192862e-10	17.4384467007561
E2F8	2.60716208107079	5.6365964917471	8.66562448100975	3.77806496697485e-12	3.21135522192862e-10	17.4377438311259
LMOD1	-2.56084108953044	7.5078633048973	-8.66183410186463	3.83412027224495e-12	3.22235733958333e-10	17.4232856138488
ABLIM1	-1.71208356366088	9.9368867103371	-8.66068771479453	3.85123793113701e-12	3.22235733958333e-10	17.4189126028934
LIMCH1	-2.41834966231519	10.6324755735997	-8.65993379776936	3.86253709961154e-12	3.22235733958333e-10	17.4160366653794
MNX1	2.81390172443435	6.24364237512163	8.64790179823314	4.04743590958015e-12	3.35589547963042e-10	17.370133988365
MIR22 /// MIR22HG	-1.91589048070719	9.76623446983008	-8.63968688085566	4.17875722278524e-12	3.42796506044286e-10	17.3387886323555
HBB	-3.52747337654245	12.3300045283775	-8.63781111434948	4.20933773168382e-12	3.42796506044286e-10	17.3316307694524
TJP1	-0.896171945584829	10.4825975242389	-8.63774320058253	4.21044913084362e-12	3.42796506044286e-10	17.3313716087996
CLIC5	-3.11117868887373	8.90517668353475	-8.6083376476709	4.72043987404484e-12	3.82016436513269e-10	17.219133441159
BCHE	-2.61000737289656	7.74629810461602	-8.59969789074538	4.88175302995272e-12	3.91854692902053e-10	17.1861466168708
MARCO	-3.63866765406523	9.3501644248905	-8.59873892319049	4.89999578989619e-12	3.91854692902053e-10	17.1824849839698
KIAA0040	-1.52112646928961	8.65616827040285	-8.59167051075543	5.03658892897438e-12	4.00408819853463e-10	17.1554939616714
DACH1	-1.80875629334255	6.1312280204784	-8.58415048298663	5.18610895774689e-12	4.09884576397363e-10	17.1267752489384
HPCAL1	-1.11144509750248	10.805858449503	-8.58168315886884	5.23613108346436e-12	4.1143204414547e-10	17.1173519170158
MELK	2.90752587700646	7.82891318245198	8.56515566512127	5.58392924434146e-12	4.36224299059392e-10	17.054220266567
CCNB1	2.32631788676875	7.88506689650262	8.55500001399992	5.80904987780313e-12	4.51202925853501e-10	17.0154200535766
ZNF106	-1.28324122786196	9.89857584620414	-8.54186600506684	6.11375711698446e-12	4.72156728205971e-10	16.9652322668973
CLDN18	-3.12476382015292	6.49597413072731	-8.53908434357384	6.18032248632382e-12	4.74585559106059e-10	16.9546017230769
HJURP	2.71075381893028	6.72784440020579	8.53753700450168	6.21766481543371e-12	4.74755593110659e-10	16.9486881447401
IL33	-2.89796980601918	7.51724249993166	-8.52911165171181	6.42500600347973e-12	4.87831214252969e-10	16.9164860363728
STX12	-0.940477487854446	9.82358140830485	-8.50838582010282	6.96507420258995e-12	5.25882557810074e-10	16.83725433117
GINS1	2.15805865927825	7.42568404846778	8.48218408948297	7.71354109744638e-12	5.79158377399933e-10	16.73705591765
CD93	-2.25336957981818	10.2919492674997	-8.46661259870627	8.19606388399417e-12	6.119878640452e-10	16.6774915296258
MARCKSL1	1.19534857307445	10.9379747956272	8.46254535775145	8.32701288552979e-12	6.18349335977666e-10	16.6619313496114
CAV2	-2.14493827558384	9.79659450767256	-8.44265499539276	8.99828338693948e-12	6.64545355051842e-10	16.585823832113
PAFAH1B3	2.8402268728176	7.16108874726635	8.43965393180922	9.10417632490139e-12	6.67511891048953e-10	16.5743389510624
SLC52A2	1.24691205239281	9.35889960343404	8.43872426666145	9.13723269286396e-12	6.67511891048953e-10	16.5707810884316
PTGER4	-2.07340694111963	8.57792974453853	-8.42497317811992	9.64048923321345e-12	7.00490387026235e-10	16.5181500736324
CD36	-2.78736170390219	7.98484236195525	-8.41837837329487	9.89161977634923e-12	7.14894338381603e-10	16.4929057078676
DENND3	-1.51348543005288	8.98001119043186	-8.39372531982697	1.08899550976559e-11	7.82860335876698e-10	16.39851684543
WISP2	-2.78410320871064	7.78434216526154	-8.38987261270645	1.10548594149923e-11	7.90510185151434e-10	16.3837633505696
TMEM47	-2.25653047451402	9.0252772777104	-8.38731430797737	1.11657423553788e-11	7.94236883857604e-10	16.3739662235722
CACNA2D2	-2.29136142679039	10.0974179457745	-8.38182847056687	1.14072878365135e-11	8.07170131468483e-10	16.3529569360501
CDH5	-3.11742725178554	9.15818073027366	-8.36941919128566	1.19731981231389e-11	8.39518105886866e-10	16.305427421086
SDPR	-1.98469392494197	8.03302055998813	-8.36908805813966	1.19886788336045e-11	8.39518105886866e-10	16.3041590283849
TK1	1.84626798298841	8.2669981650633	8.36423320826487	1.22179656525222e-11	8.51163947390912e-10	16.2855621205134
ITIH5	-2.16047270645165	8.51413868688381	-8.36133094914612	1.23571305381819e-11	8.564442011463e-10	16.274444245605
PPAP2C	2.0920526908572	8.80211017518447	8.35907070689711	1.24666109410856e-11	8.59623708514139e-10	16.2657855137652
MFAP4	-3.89155483009012	9.41350990331299	-8.3483867977537	1.29974302148609e-11	8.91676494181954e-10	16.2248534497603
GAS6	-1.59653513240584	10.9771381364927	-8.33887689840173	1.34889663003361e-11	9.20724139136576e-10	16.188414804286
KLF11	-0.9671960920068	8.80599607179535	-8.33544952042386	1.36706517846699e-11	9.2843647673273e-10	16.1752812624077
LHFP	-1.99762810204616	9.77914068652393	-8.32616693422638	1.41751456554615e-11	9.57885467667811e-10	16.1397081763094
HYAL1	-2.85268710101894	7.92385060789236	-8.31392251566931	1.48692900306476e-11	9.99793307284589e-10	16.0927787158379
HLA-E	-1.34610109631214	12.1722455521608	-8.29419833849852	1.60598932247279e-11	1.07450226204058e-09	16.0171674636128
CENPU	1.69774059426829	8.09495027966323	8.24053255997492	1.98061079961774e-11	1.31861847077999e-09	15.8113592541273
STK39	1.393150631874	8.80508606046058	8.2380347723133	2.00003945897272e-11	1.31929027210577e-09	15.8017773351543
GFOD1	-1.2782804431961	9.33173361381407	-8.23789360230388	2.00114321703058e-11	1.31929027210577e-09	15.8012357765494
PXDC1	-1.14017494687792	9.86542891430442	-8.23505257873941	2.02348647575857e-11	1.32754464659597e-09	15.7903368265334
CLDN5	-2.56795604036852	9.89768443416912	-8.23159848157749	2.05098851237309e-11	1.33908742728127e-09	15.7770855198801
LINC00341 /// SYNE3	-1.5346169157779	8.64237392712449	-8.22997689679808	2.06402880092304e-11	1.34112255983053e-09	15.7708643032191
TYMS	1.88662078826372	8.86245426326796	8.21570537835693	2.18244213776618e-11	1.41127777473253e-09	15.716107058705
PMP22	-1.79289670960002	11.5771924784225	-8.21050384535356	2.22727408041703e-11	1.4334099617541e-09	15.696147721085
CCNE1	2.20055873773457	6.84730725394278	8.16966602913969	2.61290162110699e-11	1.67361921370905e-09	15.5394087670184
DPEP2	-3.23267233886128	6.39440621855644	-8.15420753323644	2.77575892009589e-11	1.76954631156113e-09	15.4800616063596
PRDX4	1.33698657028041	11.0075219905997	8.14069245617129	2.92645967590382e-11	1.85685927323193e-09	15.4281684606
LMO7	-1.93095301496726	7.20607614145715	-8.11878853827367	3.18831773555212e-11	2.01355673813023e-09	15.3440515700634
CRYAB	-2.16992587091944	9.06445527648403	-8.09421191109274	3.51019555852856e-11	2.2051345925917e-09	15.249651458889
S1PR1	-2.46156132603701	8.88374542363158	-8.09318736763208	3.52429945985798e-11	2.2051345925917e-09	15.2457157023017
TSTA3	1.2066554604603	9.38660486268775	8.08797386914265	3.59695345627926e-11	2.24022239454443e-09	15.2256876602389
OLFML1	-1.67849799777083	8.49252313927843	-8.07599177681755	3.76967421256538e-11	2.3370250909551e-09	15.1796542674297
GABARAPL1 /// GABARAPL3	-1.4908317686692	10.2157141395682	-8.04994918769809	4.17428864025089e-11	2.57605072936031e-09	15.0795871399678
PODXL2	2.93857928894428	5.28168804759187	8.0487445095849	4.19402447696533e-11	2.57646549119029e-09	15.074957735711
MAL	-1.73997631076367	8.63043793902695	-8.04636563975246	4.23327178444371e-11	2.58880851433288e-09	15.0658159548501
CHRDL1	-2.85796645976977	9.15281798331237	-8.03630608159313	4.40334799734423e-11	2.68068685513997e-09	15.0271561358476
FOXM1	2.48491458423862	7.06111266614959	8.02137335581471	4.66852431972552e-11	2.82937695879329e-09	14.9697628607347
CDKN3	1.94249551739792	8.03511094404473	8.01851970058156	4.72099232224006e-11	2.84840228728011e-09	14.9587942390063
LPL	-2.54974211456825	9.62678298211661	-8.00962439033142	4.88836578307686e-11	2.93627838036817e-09	14.9246017883691
ASF1B	1.35587222504367	8.27658191162673	7.99293246566349	5.21865497920935e-11	3.12080186035462e-09	14.8604342789218
