names	logFC	logCPM	PValue	FDR
PRC1	1.87489999546566	4.96331423181033	5.63954952505995e-24	1.10721275825502e-19
AC092881.1	-6.01229378464966	1.78494028678561	7.78224801505085e-24	1.52781093031478e-19
RGCC	-2.18517286711872	6.55031097063723	7.89597086117615e-24	1.55005803975749e-19
FAM150B	-3.07197487628507	1.22265982470464	8.501804508443e-24	1.66890422500736e-19
TAL1	-2.44088578104286	2.61905735345712	9.89857191846329e-24	1.94299068187516e-19
DOCK4	-1.65246567016821	5.60233798761149	1.01606138629374e-23	1.99432528901735e-19
SLC16A3	1.88597208618541	7.56057890925543	1.01940370476955e-23	2.00078365135119e-19
GPR22	-6.45212933203299	1.03971361509574	1.0650884990113e-23	2.09034268815957e-19
PPIF	1.30304036843924	5.89222108079005	1.18857531467842e-23	2.3325790550564e-19
GDF10	-3.24504089229367	3.09626568652751	1.28557124873669e-23	2.52280501852089e-19
CA1	-4.99083970094108	0.669339027105333	1.55884416911564e-23	3.05891991305561e-19
PGR	-2.28203966630921	2.25588712706698	1.73567477450233e-23	3.40574104252848e-19
LBP	6.54967762459578	3.8716680692056	1.93091073186206e-23	3.78863994698655e-19
ANGPT4	-3.8215746524478	0.773154664629803	1.94696815190204e-23	3.8199515140318e-19
SLIT2	-2.16840030113507	5.54925166495644	2.23809345587449e-23	4.39091555108017e-19
PLSCR4	-1.42020429691467	5.08472346611656	2.26693808259422e-23	4.44727913043334e-19
POU5F2	-6.75143179792051	1.63586440006475	2.34714255118221e-23	4.60438954265414e-19
ABCA9	-2.36367586340434	2.65225468575649	2.35040879426391e-23	4.61056189082809e-19
LRRC36	-3.40758006804761	3.45732500754328	2.50704439304833e-23	4.9175675769643e-19
PDZD2	-2.29862831362728	5.69034016308602	2.5337584079896e-23	4.96971374143081e-19
ABCA6	-2.34973435224503	3.59818019704363	2.79175503120641e-23	5.47546914270514e-19
PRX	-2.93798453880911	5.20124960167665	2.90841521569066e-23	5.70398392101252e-19
RP11-248J23.6	-4.19929971460189	-0.803798085605458	2.91286304536762e-23	5.71241571827043e-19
HSPD1	1.39974178021416	8.44157821841949	2.94071366245249e-23	5.76673949206933e-19
INCENP	1.27304429254257	4.44043768691651	3.14196152523173e-23	6.16107235482689e-19
PKHD1L1	-3.02447861884982	2.10015517048007	3.26442041317503e-23	6.4008755461536e-19
UNC45B	-2.56861384633876	-0.845292645340984	3.49839564494441e-23	6.85930434104251e-19
GHR	-2.32507135210294	2.09230197306651	3.95845366111874e-23	7.7609442479894e-19
THOP1	1.26953355589282	5.01668443736944	3.9738679523738e-23	7.79076812062884e-19
OGN	-2.99522384442874	3.42139542870483	4.44264879877857e-23	8.70936870512551e-19
IRAK1	1.28875197459831	7.35441012719621	4.56928091072985e-23	8.95716136930372e-19
ADRB2	-2.62538586644951	3.7785955341459	4.62935669493466e-23	9.07446499341092e-19
RSPO1	-3.39893699714528	0.943238687994476	4.64921183060115e-23	9.11292010916132e-19
BPIFB2	6.89292065726046	4.81504640078015	5.63076853421355e-23	1.10363063270586e-18
CA4	-4.18793365694405	3.57996319345852	5.78312054012386e-23	1.13343379465888e-18
CHAF1A	1.2867928554902	4.08944736659992	5.83979932932539e-23	1.14448387256119e-18
BOP1	1.80554092124091	5.92321149976346	8.61633987505398e-23	1.68854412531433e-18
UTRN	-1.67071048671852	7.42978901109058	9.27322493572393e-23	1.81718115840446e-18
GPRASP1	-1.68041304209002	2.9564524250819	1.00609904260393e-22	1.9714510739824e-18
ESPL1	2.27875131407885	3.76594753594334	1.35660323568439e-22	2.65812838e-18
MS4A2	-2.67037016488735	3.04285162761662	1.36576198928629e-22	2.67593746560863e-18
KPNA5	-1.27180292035331	3.90254350036185	1.36922882818498e-22	2.68259312018002e-18
PLAC9	-2.25159592687209	2.96007664808817	1.47842432626169e-22	2.89638109757928e-18
ADRB1	-3.28368760013886	3.19250952836804	1.47863441624569e-22	2.89664482142531e-18
SLC9C1	-3.7694827341243	1.46432505188089	1.49309063459595e-22	2.92481524411001e-18
ARHGEF26	-2.29946637032519	5.15920351288327	1.55835433153659e-22	3.05250446461387e-18
TMEFF2	-3.47423636786405	-1.0810602738631	1.63032267993913e-22	3.19331303319677e-18
FHL1	-2.80145098337618	6.69519402850055	1.95383630820842e-22	3.82678379325701e-18
GYPE	-2.88484519190944	0.400829272281172	2.09428855417064e-22	4.1016641333432e-18
SCN4B	-2.5221441795801	3.65104630430774	2.13017033546986e-22	4.17172558498417e-18
ADH1B	-3.57378878176332	7.08607194017211	2.40760353286843e-22	4.71480999841624e-18
MYOC	-4.60618186785152	0.440247729000746	2.55496697800639e-22	5.00313633633212e-18
GPM6A	-3.96298216120924	4.11253843310964	2.64351355088057e-22	5.17626388397924e-18
HMGA1	2.14810635784475	8.13517982585925	2.70017405093744e-22	5.28694079173551e-18
KAL1	-2.62100370463129	6.29800794181713	2.77404179101203e-22	5.43129642262245e-18
FKBP4	1.57667879000147	7.04596973706322	3.28892674369826e-22	6.43906077881244e-18
LDB2	-2.04037612738297	5.15344955624154	3.55182153938566e-22	6.9534010276553e-18
GPI	1.3051361308441	8.42072560182408	3.67818164718627e-22	7.20040839253183e-18
KIAA1683	-2.74543529877052	3.79164974603376	3.70862345194619e-22	7.25963040718468e-18
DPP3	1.19201364093784	5.92342108314255	3.73320002841281e-22	7.30736573561523e-18
FAM189A2	-2.73835841344868	4.71662885822099	3.87093709557449e-22	7.57658517716795e-18
KLHDC1	-1.46551758249986	2.02331169372824	4.01073742461463e-22	7.84981528745575e-18
LRRTM2	-4.45640797400509	2.27106898285787	4.37658415479413e-22	8.5654128493476e-18
CC2D2B	-3.54955827551975	-1.14059869779311	4.3868383613844e-22	8.58504267322927e-18
VIPR1	-2.90749407823668	5.47050450731743	4.45303856364513e-22	8.71415116519716e-18
FGF14	-2.29985870716523	2.44342651874027	4.51877063401736e-22	8.84233037664517e-18
BTBD18	-4.3687191515597	-0.661788946585617	4.84586411487974e-22	9.48190231358518e-18
SYDE2	-1.80051857437666	3.26844544450553	5.28178624539632e-22	1.03343429677424e-17
ERVW-1	-4.45140383985286	0.0817009097856144	5.32529456781824e-22	1.04189388219364e-17
TNNC1	-3.29499021594784	4.40518252534744	6.59117869579326e-22	1.28949820004499e-17
AGER	-4.51923592814962	9.0396463638476	7.35736235921954e-22	1.43932079833412e-17
STIP1	1.15696865101996	7.4436016531258	7.42650832461929e-22	1.45277355846203e-17
ARHGAP6	-2.03279346540131	3.01370212643688	7.54592288432138e-22	1.47605797540211e-17
BTNL9	-3.22682897841055	4.3937310024189	8.12769600707162e-22	1.58977733898321e-17
MCM2	1.64270556748307	5.5370750480867	8.87431066989034e-22	1.73572642392385e-17
OMG	-2.98334606598492	2.76839038773975	9.03760000656645e-22	1.76757380928427e-17
ARHGAP31	-1.90644679102072	6.05686303591923	9.62788923196885e-22	1.88292629709615e-17
HYOU1	1.25740254899741	7.90461791936397	1.00412506085242e-21	1.963666969003e-17
ADRA1A	-4.00440011042194	0.128311722463354	1.02088475853892e-21	1.99634014532286e-17
VTN	5.74549257310953	5.57105479090381	1.046926582297e-21	2.04716023902355e-17
ZNF781	-2.03623874812085	0.304919858941582	1.12606836927649e-21	2.20180148244632e-17
SLC6A8	2.09659810831271	5.42448163119178	1.12957925211837e-21	2.20855335374185e-17
UCK2	1.75547049643267	4.98526168318517	1.29901791355744e-21	2.53970992279615e-17
WWC2	-1.72790271709989	6.08288029564161	1.3933049132519e-21	2.72391110540746e-17
PTPN21	-1.91176884686913	5.25787628963691	1.4581221659622e-21	2.85048302223951e-17
CHGB	6.62795067374369	6.50926534632493	1.56650782953269e-21	3.06220950517051e-17
C10orf67	-4.0048348094341	0.558136420014703	1.78667694712584e-21	3.49241742854687e-17
MICU3	-1.78924815867752	2.17382721341692	1.85802372823368e-21	3.63169317920556e-17
TCF21	-2.77209340575872	3.98035070772573	1.89623603922651e-21	3.70619333866822e-17
SEC61A1	0.937283178156108	8.77908258885505	2.12012705651545e-21	4.1435763192538e-17
ADH1A	-3.22364901249158	-1.50212783623475	2.15533797040738e-21	4.21217699556714e-17
AC069063.2	-6.54051919255224	0.051511052975099	2.22390319264926e-21	4.34595161907518e-17
RNF144B	-1.52358447571127	5.72817094266715	2.32518124074771e-21	4.54363666254511e-17
TONSL	1.71304528107806	4.37754445233117	2.35107865466161e-21	4.59400769120879e-17
CYP1A2	-4.44817291296929	-1.31438582683999	2.38225692572046e-21	4.6546918071652e-17
SMCO3	-2.09077489805868	0.162885919059785	2.50680155488474e-21	4.8977888779338e-17
ANGPTL5	-2.65379881482729	-1.46195239919123	2.58623075548201e-21	5.0527190269852e-17
PTPRN	5.24749489054476	3.55991761226757	2.83082504145641e-21	5.53029980098925e-17
MFSD12	1.47627005007261	5.84157363273445	2.83384569447314e-21	5.53591756415329e-17
C21orf62	-3.03258865592578	-1.48236513375822	3.08506094977192e-21	6.02635805928447e-17
TMEM47	-1.60761451070421	4.86450547541203	3.31852672845599e-21	6.48207825869308e-17
SEMA4B	1.72276552987554	7.73204566782919	3.56538244891342e-21	6.96390499921769e-17
MFAP4	-2.50597998588671	7.35687763108218	3.68844453963473e-21	7.2039010303606e-17
RRS1	1.65595462572686	4.91734916621677	3.83370541144961e-21	7.48722666856108e-17
KCNRG	-2.59238461313011	0.397028673453693	4.22524226831346e-21	8.25147562578935e-17
AARD	-2.88025104497385	1.75336155206434	4.24201261745663e-21	8.28380223936931e-17
TNXB	-2.8534475790729	5.69324958517085	4.41556037998109e-21	8.62226475398908e-17
CNTN6	-3.63310656642198	2.31261830460237	5.74067788161611e-21	1.12092476316436e-16
MKI67	2.04199059305475	6.02818024192459	6.10524697922963e-21	1.19204947269459e-16
TAS2R30	-6.56552550394461	0.323328952832032	6.35357021833197e-21	1.24047104942713e-16
SESN1	-1.35714167609383	4.8937016584483	6.43473766051338e-21	1.25625383346203e-16
ADAMTS8	-3.25634159245892	3.81908162641923	6.9736227920883e-21	1.36139064147148e-16
PRKCE	-1.51084257528082	4.87445631902477	7.69224784431947e-21	1.5016037016896e-16
SVEP1	-2.18327213627781	5.15055657280562	7.76645627501491e-21	1.51601226488291e-16
TMEM243	-1.22704062651142	5.22877730390802	8.34441114566158e-21	1.62874561152168e-16
ASPA	-2.44216133571236	1.40335263618991	8.41562818119052e-21	1.64256230840477e-16
SLC39A5	4.36523176745569	1.44349916411437	8.45062125248788e-21	1.64930774984806e-16
EMP2	-2.06937770524215	9.0591837829429	8.50467747366934e-21	1.65977285576131e-16
LRRC59	1.07914038173039	7.59226882251199	9.29002342978361e-21	1.81294807232227e-16
CD300LG	-4.90949392806283	2.17716033927317	9.60735100541811e-21	1.87477847519729e-16
ZNF493	-1.97506288639882	3.94724230716914	9.89628752741151e-21	1.93106258522381e-16
VARS	1.21812012986751	6.81747526342638	1.0109585362816e-20	1.97258229599266e-16
AC006116.20	-3.16553011796302	0.200631117331645	1.0205682599682e-20	1.99123073202396e-16
EIF3B	1.04997813776048	7.71720581152073	1.09909615831904e-20	2.14433660488045e-16
NACC1	1.13415254637913	6.1039787805741	1.10353231948584e-20	2.15288120208492e-16
OTUD1	-1.6081075124361	4.9686419781502	1.19298834844991e-20	2.32728167015608e-16
ANGPTL7	-4.13162356065621	0.42966655631736	1.22243685282088e-20	2.3846075687977e-16
HSP90B1	1.06163694887074	9.96831407334506	1.2281014559244e-20	2.39553469992614e-16
ERG	-1.66463800763876	4.77002498168891	1.280612656869e-20	2.49783498722299e-16
LRRN3	-2.92389389613357	2.75984503105311	1.28878965272649e-20	2.51365533867775e-16
TUBG1	1.29074680207969	5.31051695186379	1.36870793739159e-20	2.66939109029482e-16
SEMA6D	-2.33539301418787	3.32220977782404	1.59782109749067e-20	3.1160707043263e-16
FBXO40	-4.95170419794321	-1.24081724694886	1.73228578832991e-20	3.37813051582216e-16
ROBO2	-2.58369385815967	3.89010796948054	1.79934689089493e-20	3.5087264372451e-16
PRCD	-1.36490008953061	0.152173792011395	1.87724221797222e-20	3.66043460082404e-16
SPAG5	2.00208935068748	4.81750258278257	1.91285142714288e-20	3.72967771264318e-16
YARS2	1.0335786135144	4.14298340771019	1.98772735203524e-20	3.8754720182631e-16
PEAK1	-1.55628855184271	6.21643107046756	2.1365350240754e-20	4.1653886829374e-16
KIF20A	2.04567550742096	4.15191600709751	2.2298726577755e-20	4.34713674633334e-16
FGF10	-3.31549820934029	-0.00734759849316779	2.28081416288153e-20	4.44621912912126e-16
AURKA	2.11478270461399	4.73496892998784	2.39769333087939e-20	4.6738236098832e-16
BMX	-3.6227072333622	2.50394294231666	2.40879139271046e-20	4.69521618267123e-16
F2	7.18744769059285	2.27607262529378	2.4941955696513e-20	4.86143658480736e-16
PHACTR2	-1.63513934763019	5.96109706921504	2.57619646774117e-20	5.02100691562753e-16
CPED1	-1.9514863624211	4.31605415246458	2.71780972287038e-20	5.29673936890208e-16
FOXF1	-2.2307039879588	4.20509546262741	2.84293661927684e-20	5.54031488364671e-16
C11orf24	1.03312604207272	5.49711016287348	2.91455291944823e-20	5.67958927412877e-16
FSD2	-2.9557639625693	-1.53025715784682	2.91738434807982e-20	5.68481514066834e-16
TMEM132A	1.95185060956069	5.7091954321099	2.94887364549632e-20	5.74588029824958e-16
LETM1	0.909119307959855	5.78982673931155	3.76002874099506e-20	7.32603999895478e-16
LDHA	1.38854600259819	9.88680866607821	4.01669945083155e-20	7.82573554005512e-16
ZNF385B	-2.93827389438228	4.65831911741768	4.19454307960295e-20	8.17180882768247e-16
PKNOX2	-2.25040514578108	2.62201705955539	4.29217560054894e-20	8.36158728742939e-16
AC016549.1	-6.30755610818572	0.547040340665871	4.34707076529308e-20	8.46809385079093e-16
KCNAB1	-1.94880037973009	2.47660032123713	4.49401122211076e-20	8.75388445954956e-16
MAGI3	-1.42267773268095	5.88746505064768	4.50866918082894e-20	8.78198583041861e-16
LRRC70	-2.00619286345962	-0.274455515995098	4.59757755843632e-20	8.95470181056641e-16
KPNA2	1.59826376807933	6.59865681369031	4.85572502501307e-20	9.45701005871546e-16
PBOV1	-5.18711005403591	-0.288751271154648	4.87242326998795e-20	9.48904431830153e-16
SYCP3	-3.26425746445986	0.323090106141178	4.97757670489461e-20	9.69333287511176e-16
ZNF540	-1.845579578416	1.58683642149354	5.06811235893665e-20	9.86913519655734e-16
DNAAF5	1.00262949894529	5.45615314072981	5.21733427287338e-20	1.0159193296139e-15
COL6A6	-2.96858797125784	4.26547364106502	5.28571185199611e-20	1.02918095470216e-15
AFP	8.97580908829446	4.71664183029558	5.39443403113708e-20	1.05029630586239e-15
SLC5A4	-2.40482922298297	-0.378498221423947	5.6338875316136e-20	1.09686156352985e-15
CLRN3	4.10447823354928	0.742999653343254	6.33602642244384e-20	1.23349762392137e-15
PKMYT1	2.17607517512525	3.39286000180972	6.50198510916171e-20	1.26574144120051e-15
BMPR2	-1.27707302802926	7.27919731497738	6.97048807908849e-20	1.35687520947537e-15
LHFPL3	-3.33768695248858	1.0310929086519	6.9906345602584e-20	1.3607270171543e-15
ERO1L	1.66748920124728	8.03021347581554	8.1334140151807e-20	1.58308770391477e-15
RAMP2	-2.27316178971313	4.81169200529399	8.89846124939444e-20	1.73190751296964e-15
GSAP	-1.27377416804737	5.63573077203759	8.93932404112209e-20	1.73977124488318e-15
NXPH3	-2.17021727071153	2.17872066287979	9.09829576926185e-20	1.77061933965605e-15
PHKA1	1.25603066673201	4.52687195922353	9.15544635729741e-20	1.78164986113008e-15
CASQ2	-2.70182134858008	0.883678026616154	9.4770383832706e-20	1.84413689900063e-15
EFTUD2	0.793022552849914	6.79607427443853	9.63484274586467e-20	1.87474770149035e-15
LIMS2	-2.21439922943225	5.04898442534844	9.7021779975132e-20	1.88775277297614e-15
SECISBP2L	-1.3572960259155	6.72483845140123	1.06608449744091e-19	2.07417399822103e-15
N4BP2L2	-1.32531706814077	6.65987634455112	1.1237840587563e-19	2.18632188631038e-15
SUSD2	-2.97914802838666	8.05181394114768	1.12762019145932e-19	2.19367232046496e-15
MYCN	3.74862890342794	1.9781219617082	1.12922127129771e-19	2.19667413905543e-15
KCNMB2	-2.71568584296388	-1.38124935385722	1.28752403252084e-19	2.50449174805954e-15
VEPH1	-2.64199600518563	5.20722946606775	1.3137699066646e-19	2.55541384545332e-15
S1PR1	-2.04108156548183	5.66808530455247	1.33463426582462e-19	2.59586364702889e-15
ADAM20	-4.0926908307826	-0.799492454802301	1.35270295441606e-19	2.63087197604379e-15
CHRNA2	-3.99899691670826	-1.45047234153725	1.38873733652895e-19	2.7008163720815e-15
ZNF25	-1.05140264145549	3.81978287652973	1.48060433167506e-19	2.87933124380849e-15
RAMP3	-2.51443108508493	5.08896324882757	1.51733676877602e-19	2.95061308056185e-15
NEK5	-2.41079628418426	2.25982546885111	1.58241015588659e-19	3.07699654812148e-15
TBX2	-1.73066801193243	5.19973766760846	1.61074036190784e-19	3.13192355969361e-15
OVCH1	-3.73332968922275	0.30964983465838	1.72447231782609e-19	3.35289152754927e-15
KIF18B	2.30731852629123	3.41312601061134	1.75221498773586e-19	3.40665637915605e-15
RGS9	-2.03894376518532	1.36119310616203	1.77139060679787e-19	3.44376047867574e-15
TCF4	-1.56312871511947	6.29555410169056	1.7726261096387e-19	3.44598515713764e-15
RAPGEF4	-1.70275795722258	3.02081324444625	1.77299508702613e-19	3.4465251496701e-15
MYL1	-5.25462826192585	-2.87773278809268	1.81043502310473e-19	3.51912359791098e-15
CASS4	-1.78987485448019	3.64836302433583	1.89334322960804e-19	3.68009123538915e-15
ADARB1	-1.52842738864875	5.10825363305268	1.9494979242156e-19	3.78904416550543e-15
MFI2	2.47043290920289	4.409159692523	1.96606472346619e-19	3.82104679005653e-15
NCAPH	2.06408095003055	3.70641327044287	2.0508040083971e-19	3.98553250991893e-15
SLC10A1	-3.62507378158523	-1.0149527151939	2.12611489803176e-19	4.13167908134512e-15
LSAMP	-1.91007530824756	4.29451195700858	2.15016694980636e-19	4.17820441686372e-15
UNG	0.996307363299714	5.24552923895979	2.20032827994627e-19	4.2754578807636e-15
DYNC2H1	-1.96764405759876	4.362867604267	2.23031402697395e-19	4.33350015441039e-15
AC011380.1	-4.90435951130097	-3.75095440254043	2.28242885278275e-19	4.4345310180716e-15
SOX5	-2.09497125441542	1.99737761642119	2.31090570953601e-19	4.48962761248657e-15
KIF4A	2.2845559618498	4.15394595644811	2.33613152159611e-19	4.53840270700476e-15
COLEC10	-2.77164484046809	-0.37967124299977	2.46276119191083e-19	4.78415989140598e-15
TM4SF20	7.26522475307919	2.92907527384068	2.53329710245517e-19	4.92092962151917e-15
CCDC39	-2.09875776865231	2.62047145383612	2.55037689773073e-19	4.95385208615217e-15
CYYR1	-1.75033458000321	4.46106729005511	2.58875704347857e-19	5.02814280554842e-15
TPX2	2.20735255937729	5.60528627447814	2.73440946461876e-19	5.31077006218255e-15
WNT2B	-1.78739566185966	2.68927042819901	2.801979496817e-19	5.44172438076829e-15
CREBRF	-1.18728809008697	5.35277563211269	2.80466153446447e-19	5.44665269993e-15
MYO9A	-1.35248255545157	5.77697396695286	3.16948465114483e-19	6.15482224405815e-15
GALNT2	1.1358617992887	7.16129740015882	3.21995366728464e-19	6.25250603113331e-15
ESYT3	-2.05837125287075	4.6937448036779	3.45114107880101e-19	6.70108063270792e-15
ZNF660	-1.86217510232878	1.70488522507046	3.61636273134797e-19	7.02152987918523e-15
NOTCH2NL	-2.88406105258455	-0.311648855021648	3.61676700154991e-19	7.02195313350915e-15
PA2G4	1.04494606474852	7.01235505564272	3.62875014912534e-19	7.04485553951193e-15
NEDD9	-1.64610825621482	7.71175802416943	3.74255034573675e-19	7.26541298617874e-15
PRSS48	-6.15548162830776	-0.289902932862187	3.86554620133934e-19	7.50379828603992e-15
HIGD1B	-2.40086646530907	2.5793070159978	3.93908800684863e-19	7.64616373009387e-15
GSTM5	-2.07528156522822	2.45724280626063	4.2157307390751e-19	8.18273336454477e-15
KCNJ13	-5.65897131208691	0.854399096315866	4.28963364955906e-19	8.32574995042919e-15
GPR112	-3.5281772643667	-2.96195953541428	4.41767054959422e-19	8.57381500265246e-15
CGA	7.386679420007	3.75142961376287	4.58808866782995e-19	8.90410367765758e-15
SMIM24	4.43782395077073	2.27603799103979	4.76404546350809e-19	9.2451066264838e-15
FAM83G	1.23915585989904	4.73475442608459	4.96247350776409e-19	9.62967984181622e-15
CSTF2	0.966924345602811	4.32966374914703	5.53180381196888e-19	1.07339121167444e-14
RS1	-3.33115359147614	0.397092096290719	5.55902356334395e-19	1.07861734199563e-14
SCRG1	-3.65554043320144	0.318875716526527	5.61247873214631e-19	1.08893312361103e-14
LOXL2	2.02244376087417	5.74758740716502	5.88598425285552e-19	1.1419398048965e-14
