names	logFC	logCPM	PValue	FDR
RIPK2	0.735733952678807	5.4368060140498	5.01604501434657e-32	9.85301722168096e-28
SFTPD	-1.91338551875409	9.22083446112039	5.5749792512314e-32	1.09503742452687e-27
NCAPG	1.12295837613752	4.22429591332266	5.81214435354297e-32	1.14156327247938e-27
YWHAG	0.546820283246245	7.96932509887209	6.13018783827487e-32	1.20396889143718e-27
BZW1	0.631946426045028	6.33717895682531	8.84178555686966e-32	1.73643826551363e-27
HSPD1	0.667552868553886	8.23853950107215	9.81012876653627e-32	1.92651308717239e-27
H2AFZ	0.685208415602658	8.03082848505749	2.46099621203954e-31	4.83265826158205e-27
TUBA1C	0.720269327748921	6.79817459882611	3.15467927439058e-31	6.19452822319334e-27
SMOX	1.09833507870922	4.68590616676776	4.10236882704849e-31	8.05500119190971e-27
GJB3	1.95276023028085	4.75867769237313	5.46029858175908e-31	1.07207502354258e-26
TNS1	-0.809031659322243	6.02708246113082	7.40082863364876e-31	1.45300468564426e-26
TMEM130	-1.75359262174399	4.43721442533029	9.84413023952227e-31	1.93259964862301e-26
PLK1	0.988459794804275	4.78380769827541	1.2965342187942e-30	2.54522632491489e-26
INMT	-1.36726321700452	5.18251624434279	1.73665127831536e-30	3.40904645933305e-26
KIF4A	1.06563782115713	4.55314519047964	1.75896535363059e-30	3.45267309264148e-26
UCK2	1.03442590082577	4.5600105613378	3.18815220665544e-30	6.25770515122329e-26
CEP55	1.02887344551064	5.07961757599299	3.66058321245135e-30	7.18462667107826e-26
SFXN1	0.558296390199667	4.94049849060242	5.70541687869119e-30	1.11974511661193e-25
KYNU	1.80696919633008	4.01248203059526	6.17392320262939e-30	1.21163242851602e-25
KIF20A	0.940760875908999	4.67687218632361	7.89238007615038e-30	1.54880066614375e-25
CENPH	0.793922144727088	4.40663128018046	1.19143809865947e-29	2.33795898099948e-25
MSTN	3.29682895966965	3.42624960854805	1.43962678834621e-29	2.82483568409293e-25
PLA2G1B	-2.08501775950806	4.9984431343259	1.61679628229565e-29	3.1723159854923e-25
HMGA1	1.02737098099949	8.792327012915	1.67875885124877e-29	3.29372486615008e-25
CPAMD8	-1.37231465288189	4.15613844919036	1.68585966200584e-29	3.30748807088925e-25
PRR11	1.0044379666545	4.53265590336388	2.2411563677075e-29	4.39670056216857e-25
CDCP1	0.952139478574859	5.71462646175246	2.43569158699473e-29	4.77809618620757e-25
RACGAP1	0.853135514620801	5.20675259603278	2.50055727190139e-29	4.90509314456177e-25
PA2G4	0.530732695117183	7.03959928797805	3.02597986643605e-29	5.93545950801431e-25
DLC1	-1.06805380949118	5.08116281073168	3.1389935328173e-29	6.15682191526785e-25
IFT140	-0.760296144249438	4.48639393196989	5.26252481418229e-29	1.03213899180557e-24
CLIC5	-1.41180262977936	4.41211340593442	6.82520024311624e-29	1.33855827167996e-24
SELENBP1	-1.20026731638834	7.77330463211653	6.92833375777361e-29	1.35871553323698e-24
PKM	0.617224563006785	9.19585149376372	8.50297356516169e-29	1.66743311612821e-24
PRC1	0.901424805132721	4.88206698812167	8.82574167699267e-29	1.73063968544149e-24
DKK1	2.40070907182449	5.22482732162761	1.06704075734112e-28	2.09225351699446e-24
SLC16A3	0.933865334904742	6.45157174462842	1.26234495860408e-28	2.47507976033502e-24
LYAR	0.601065125349141	5.13467711452419	1.31268317380527e-28	2.57364663056261e-24
FABP7	3.65809203302567	3.6841809488391	1.56135108007612e-28	3.06102879248923e-24
C7	-1.46455607311206	6.14083978861075	1.62818142538471e-28	3.19188686632418e-24
KIAA0101	0.961544797182689	4.61528667651356	1.90464331041564e-28	3.73367228140777e-24
EGLN3	1.43212057713704	5.38303413410001	2.05662609611859e-28	4.03139847361166e-24
FOXM1	1.11123962315402	5.1001613257583	2.36725790878601e-28	4.64006222701146e-24
SKA3	1.0116321316781	3.97916237672401	2.41058549240538e-28	4.72474756511454e-24
MAD2L1	1.02686283396537	4.32643682832749	2.51177421197608e-28	4.92282627805192e-24
CDKN3	1.09273384148698	4.69944786051225	2.92270277113518e-28	5.72791289087073e-24
TPI1	0.658740529347932	9.5942252869826	3.85127793002879e-28	7.54734935947741e-24
CHCHD3	0.478552977688214	5.71278553356916	3.99481233276915e-28	7.82823424729443e-24
RAN	0.614721443643254	7.63213079133069	5.52808739640139e-28	1.08322872532485e-23
MAMDC2	-1.27179742806471	4.08608638894122	6.04509027857015e-28	1.18447498918303e-23
STRAP	0.613039032729307	7.6075606525967	6.94187683333568e-28	1.36012192795546e-23
ECT2	0.855469431179769	5.43391699379147	7.05389887122631e-28	1.38199986685066e-23
STRIP2	1.47767065680576	3.92595598614738	7.26476119312259e-28	1.42323936534465e-23
MCM4	0.82660711095356	5.82473009652285	1.65836169225935e-27	3.24873055513608e-23
PLEK2	1.02012551612384	5.7151538508129	1.84043828483568e-27	3.60523455616461e-23
TGFBI	1.23291819129316	7.36130672575312	1.97639438333367e-27	3.871361318074e-23
CRY2	-0.648833660365383	5.13557814129323	2.29398601612848e-27	4.49323040979086e-23
PKIB	1.37132413682361	4.60311134622446	2.35985430020378e-27	4.62201063237912e-23
FIGF	-1.60350644258495	3.9348260066827	3.14106326299249e-27	6.15177240057079e-23
RAD51	0.907461971964497	3.94720332333591	3.64254235363268e-27	7.13355494535425e-23
FOSL1	1.56721799090725	5.04996665813202	3.70771261109938e-27	7.26081360631591e-23
NPY	4.881492852854	4.98497187851153	4.19172688396716e-27	8.20823958418449e-23
ITGA5	0.984957485269617	5.94519862053495	4.24491746983179e-27	8.31197289767762e-23
LRRC38	3.66266973186009	3.41902504790731	5.53379011267298e-27	1.08351610406137e-22
HJURP	1.05077156561611	4.50291275065179	5.60988530487607e-27	1.09835944384169e-22
RASGRF1	-1.63513478864519	3.77601652613869	5.72089673729929e-27	1.12003716322845e-22
CENPW	0.978517955493486	5.35361624077458	6.30214640229145e-27	1.2337712011766e-22
MFAP4	-1.15430625324453	7.29109637370627	6.73208764643973e-27	1.31787347766704e-22
WIF1	-2.45236564038075	6.01759569346857	6.86548016901876e-27	1.34391774308542e-22
KPNA2	0.813873441399353	7.08006370744367	7.39358457988237e-27	1.44722024566618e-22
FKBP4	0.763713165702177	6.54001004351941	8.19631253632848e-27	1.60426425273557e-22
HILPDA	1.19397666882436	5.91344286123645	8.8595812744326e-27	1.73399724703195e-22
KRT14	3.23072322385997	4.74938919977631	9.3075787408972e-27	1.82158623538099e-22
ATP13A4	-1.44646022075835	5.00652781349549	1.01032506193242e-26	1.97720614620174e-22
NTSR1	2.83710399456796	3.18873885862503	1.09822460394471e-26	2.1491157274594e-22
ARHGAP11A	0.956079553906235	4.13055400437709	1.19037762104691e-26	2.32933092886459e-22
RAB10	0.490215434757468	7.60424801952553	1.60896444178211e-26	3.14826072323506e-22
MRPL15	0.673500176297027	7.41559365683154	1.78028721797258e-26	3.48330997068514e-22
ADAMTS8	-1.43219814685698	3.46858837200085	1.88735662020065e-26	3.69261322742257e-22
EXO1	1.05174844260722	3.98008682523801	2.08487225483968e-26	4.07884407936836e-22
CD302	-0.864222354283603	4.43836663923402	3.14995026338535e-26	6.16224770026075e-22
BIRC5	1.07546927750614	5.5620814560442	3.15602237566718e-26	6.17381097128014e-22
PPP2CA	0.360735141011003	6.51338987474505	3.23558783378321e-26	6.32913336166333e-22
MTHFD2	0.79553768256194	6.18982337992362	3.23914529944153e-26	6.33576820570762e-22
ESYT3	-1.12646432394532	3.85643236164388	4.15192918577393e-26	8.12075829445522e-22
ATP1B3	0.597292738817849	6.95470479098433	4.55060970923635e-26	8.90008246932445e-22
AURKA	0.968089609169401	5.23401403071387	5.28789071923999e-26	1.03415278796176e-21
SCN7A	-1.21380459373894	3.89399245970675	6.47075471355033e-26	1.2654207917819e-21
DEFA5	5.87647489320671	4.86241236153226	7.70920885180922e-26	1.50753579097129e-21
PGAM1	0.546288680598286	6.0151645218431	7.72719098721103e-26	1.51097492563924e-21
GPI	0.603658033116501	7.29841287307605	1.16096259621456e-25	2.27003016437833e-21
MKI67	0.971404909460584	4.89939861461268	1.18749518886575e-25	2.32179059327031e-21
KRT16	2.24613064203823	4.95456551708372	1.33986086757438e-25	2.61956198219466e-21
S100A12	1.75163378722919	3.60349915058549	1.36683413216918e-25	2.67216072839074e-21
LOXL2	1.14733357260505	5.51336394169872	1.52813478967416e-25	2.98735070033402e-21
COL4A4	-0.982533767698608	4.23474487650199	1.6544360385313e-25	3.23409156812099e-21
MT1A	1.91340737943842	4.63375910568752	1.81350329674608e-25	3.54485489414957e-21
DSG3	2.97616708727473	3.24780010539577	1.83299920834822e-25	3.58278025263743e-21
PPIF	0.571295138269113	6.55553169185297	2.04909690409407e-25	4.00495989905186e-21
CYCS	0.617966495167277	6.79569082922954	2.35067385629559e-25	4.59415698474411e-21
TNXB	-1.35083192089714	3.69823579036977	2.6511536610006e-25	5.18114959969347e-21
DKK4	3.90219248105753	3.90180115504847	2.8332786731217e-25	5.53679318301443e-21
FAM184A	-1.08389751373522	3.67348427309329	3.65662455987956e-25	7.14541005246065e-21
AP3S1	0.432402566810309	5.95250680112113	3.69629696975736e-25	7.22256427890589e-21
CGNL1	-0.839908802446345	4.52864482078806	3.93376011665964e-25	7.68617389194127e-21
PLA2G4F	-1.29429929777261	3.98307054577157	4.25204690495757e-25	8.3076492429061e-21
PNP	0.654340987400122	5.94500999816712	4.7789979604949e-25	9.33672831541889e-21
CDCA5	0.959962716520216	4.8603195389644	5.28233047386006e-25	1.0319560813733e-20
HSPA4	0.405611947737716	6.56650801094598	5.77375385666551e-25	1.12790281589961e-20
DSG2	0.83428132595238	7.04923632376004	6.10666390585555e-25	1.19287572736982e-20
PER3	-0.852471181987989	4.29045279155233	6.23109646074226e-25	1.21712007167679e-20
NUSAP1	0.815721070734444	5.52834517697256	7.07313383881589e-25	1.38152450139752e-20
PEBP4	-1.9042566713842	6.18023557837358	7.93258694256354e-25	1.54931355575209e-20
RARS	0.40053056603301	6.25435300745105	7.93826372195767e-25	1.55034290489833e-20
GPD1L	-0.738564299131777	5.89212425099976	9.0736868898974e-25	1.77200031272806e-20
CDC6	0.949095019033743	4.52448567463713	9.29460720906561e-25	1.81505089578633e-20
HIF1A	0.673702554790635	7.51470449571319	9.63692586827328e-25	1.88180251429772e-20
TCP1	0.469863515716801	6.79946239301874	1.06139355056481e-24	2.07247704683284e-20
EIF2S2	0.390518091183908	7.08682586932098	1.09039307404061e-24	2.1289924770643e-20
C15orf48	1.38570912986934	7.48637417082547	1.16764258960506e-24	2.27970539194491e-20
ITGA8	-0.98193284287421	3.94448780670435	1.23553546425949e-24	2.4121358868738e-20
COL4A3	-1.20391097360638	4.10443688253826	1.60958222580576e-24	3.14222642121801e-20
HNRNPAB	0.436223215859091	7.92051391084292	1.61841608998152e-24	3.15931004925293e-20
KIF11	0.835791439710633	4.78220183113372	2.056501325691e-24	4.01429058774884e-20
MELK	0.97876237667942	4.71751125279578	2.10151854090431e-24	4.10195403999113e-20
FAM83D	0.894232889454457	4.87206427011016	2.37536999032503e-24	4.6362471471164e-20
STC2	1.25060799543358	4.2522334180644	2.51024893296427e-24	4.89925284246636e-20
PBK	1.11532811347055	4.57345930652286	2.51079598890814e-24	4.90006945195312e-20
CTSL	0.886929001765286	8.17569553691249	2.85929422594076e-24	5.57991268192339e-20
FUCA2	0.521188030742696	6.72819284006538	3.47046250273655e-24	6.7722605278401e-20
NEK2	0.961457310174363	4.69700061253952	3.97108384426214e-24	7.74877590530871e-20
MRPS35	0.649312642856674	7.16287715898462	4.02776243210103e-24	7.85897005751553e-20
VEPH1	-1.24967623376846	3.94981586819544	4.4529195051494e-24	8.688091246497e-20
PAICS	0.596618671274482	6.17586153836082	5.21203699610237e-24	1.01686841793957e-19
ARHGEF17	-0.5282150096975	4.98254145563429	5.33741971324827e-24	1.04127721185761e-19
LRRC36	-1.61480874765607	3.3903192643252	6.37802769774404e-24	1.24422564327591e-19
S100A2	1.78213559058069	6.92773191944089	6.44079176636111e-24	1.25640524986406e-19
BUB3	0.418563049726347	5.49173927525821	7.28214051380352e-24	1.42045432862252e-19
TM4SF20	3.60439745302419	3.44600468638817	7.91416289106223e-24	1.54365747190169e-19
C1orf116	-1.16673648115954	7.40968794629179	8.77884419102959e-24	1.71222577101841e-19
SLCO4A1	1.30217194821798	4.21662002617388	9.1337554019435e-24	1.78135631604104e-19
BTBD9	-0.690175804858441	4.92351513055818	1.06685403055476e-23	2.08057873038789e-19
OGN	-1.59837006886896	3.91808859835044	1.11655156845482e-23	2.17738721364374e-19
NME1	0.716844350430794	6.23152702207278	1.11780814603123e-23	2.17972588476091e-19
SBSN	2.48102889267339	3.43594285522641	1.29964238552258e-23	2.53417268753047e-19
ALDOA	0.640170671789662	9.72367662339331	1.41375732901599e-23	2.75654404011537e-19
FANCI	0.735897735457081	4.45138329245981	1.44580959971057e-23	2.8188949765557e-19
CDC25C	0.963603448777233	3.64858326885332	1.79978776687196e-23	3.50886623029356e-19
LMNB1	0.734802182739031	5.77775159847781	2.29054618447702e-23	4.46541978663794e-19
ITGA9	-0.881702182950816	4.58166804084541	2.45121628050561e-23	4.77840101721764e-19
CD109	1.16787431747028	4.50726836997253	2.47126628327364e-23	4.8172393659853e-19
KNSTRN	0.726247897103479	4.53904022983638	2.72548998486e-23	5.31252507848911e-19
IL1A	1.81602370505742	3.47340040101283	2.90117281053164e-23	5.65467592500722e-19
TK1	0.900421221278244	7.01818318046468	3.96636564126708e-23	7.73044663482954e-19
LAMC2	1.27582302947814	7.58384409189043	3.99530276249043e-23	7.78644555381761e-19
POPDC3	1.96527078556446	3.51683766876303	4.00628418581155e-23	7.80744662130954e-19
CCT4	0.503142243844731	7.81940016678465	4.38885786240659e-23	8.55256731647172e-19
SEC61G	0.621857637853175	7.16961316309118	4.63376629180405e-23	9.02935699620938e-19
SEMA4B	0.776246515239881	6.87069097498224	4.97722630881339e-23	9.6981254627229e-19
TUBA1B	0.60866248909558	7.9918509599394	6.46655406628162e-23	1.25994339427431e-18
MTFR2	0.921146451780285	3.69217447944699	7.15115712559014e-23	1.39325994277873e-18
MEGF6	-0.866622837102545	4.91933234836595	7.16339658891716e-23	1.39557292345284e-18
CDC45	0.938184338668487	4.39689315411554	7.31913598267703e-23	1.42584088078531e-18
BUB1B	0.904816579830691	4.31084070078447	7.59737826890603e-23	1.47996928678289e-18
SPC25	0.891367399904124	4.08154309292021	8.2347244681897e-23	1.60404197915867e-18
IL1R2	1.43411185002025	3.82594443249982	9.1094309995257e-23	1.77433497008762e-18
YARS2	0.552334570296071	5.21228545206302	9.80296121277781e-23	1.90932275541273e-18
HSPA9	0.446156312867983	7.60930903494124	9.83653362049791e-23	1.91576328792817e-18
AVEN	0.542989410552984	4.88930761083075	1.12028967956676e-22	2.18176415095627e-18
AGER	-1.65235659992276	7.10920926467395	1.19704375437544e-22	2.33112300727073e-18
SPRR2A	3.03589946171693	3.80484193281276	1.24993354932744e-22	2.43399560060532e-18
MCM7	0.709511426342978	6.8170379898441	1.28571553359419e-22	2.50354528701461e-18
PITX1	1.40740949493052	4.58105355260825	1.39300738527426e-22	2.71232467986751e-18
CDA	1.58593321744986	6.21679027076278	1.4214191423864e-22	2.76750307022632e-18
SLIT3	-1.05662340696656	3.91733548495533	1.53337257582936e-22	2.98532306788218e-18
OLA1	0.503055602980594	5.87803650438945	1.53627881253287e-22	2.990827592239e-18
FHL1	-1.05058164130782	4.80523260806702	1.61611828656015e-22	3.14609746844663e-18
CDC20	1.00047174132357	6.16484713004198	1.70579321287502e-22	3.32049706818252e-18
PSMD14	0.512583245256318	5.46469957418566	1.72999735687965e-22	3.36743985516624e-18
CCT5	0.60831570281769	7.3205814871324	1.8666208485828e-22	3.63319081968156e-18
SLC15A2	-0.929196139833193	4.49717169442586	1.87411786899598e-22	3.64759560842688e-18
BTNL9	-1.32788724365785	3.4883447136724	2.44400811572876e-22	4.75652859483131e-18
FAM189A2	-1.01371263066421	4.15953882664648	2.59422521236632e-22	5.0486216857861e-18
NUP37	0.556693335635538	4.81600516235232	2.66095999933779e-22	5.17822815871134e-18
C16orf89	-1.62042642438213	8.77518608885972	2.66118286672176e-22	5.17839574035387e-18
SNRPD1	0.557512229327784	5.38220109223833	2.66782174882155e-22	5.19104755885697e-18
GPR116	-1.09728509136016	7.17588789288959	2.70254825988118e-22	5.25834814925081e-18
PLIN3	0.586977536049799	6.8272363498624	2.76403498749084e-22	5.37770647166218e-18
TOMM40	0.577059855313326	6.17863464800032	3.14241872583567e-22	6.1135756311133e-18
STEAP1	1.09025078490543	5.98086957777517	3.35010767083791e-22	6.51729946284808e-18
TNS4	1.76961974968112	5.16808928114929	4.0599537095914e-22	7.89782795126814e-18
ICAM5	-1.1145063138947	4.03540907504088	4.14604970029291e-22	8.06489587700977e-18
LRRC59	0.435612712738405	7.38789506373116	7.01130410675379e-22	1.36376876180468e-17
UBE2C	1.13040464763455	6.91794193158318	7.35268541612357e-22	1.43009731343604e-17
CCNB2	0.879302905274162	5.09219822534249	7.81794497122682e-22	1.5205121174539e-17
DLGAP5	0.937320409189761	4.60041771068505	8.26250679947607e-22	1.60689232236211e-17
SFTA3	-1.09249787407791	6.95265519744516	9.43259552577006e-22	1.8343568518965e-17
APOL1	0.944394256833571	7.7298466661112	1.10915347034731e-21	2.15685983843738e-17
PVR	0.575940365004612	6.01959388102597	1.18474105674831e-21	2.30372898484708e-17
DENR	0.378653340625813	6.3898307202592	1.19345311906796e-21	2.32055024471575e-17
PCNA	0.613914809851354	7.85610995169792	1.19399516687815e-21	2.3214848029612e-17
GNPNAT1	0.66876573673481	5.53344700463623	1.35562818436816e-21	2.63561231604858e-17
YWHAZ	0.472967086015473	8.75954947689885	1.40181674902422e-21	2.72527194177798e-17
PLAU	1.19350345780487	7.93303762273841	1.4539801043997e-21	2.82653732295303e-17
TMEM171	1.29129952638867	3.45356588605577	1.46313620499485e-21	2.84419046888949e-17
TDRD10	-1.30593938648113	3.90402806603835	1.53185565103783e-21	2.97762101448734e-17
NCAPH	0.879858844722779	4.527801771	1.59112755019815e-21	3.09267461932014e-17
CDK1	0.873152538702478	5.32858942562609	1.6670612102197e-21	3.240100168183e-17
SNRPF	0.57632790888946	5.79759179155475	1.71399177700081e-21	3.33114301860108e-17
CDCA3	0.904655874477806	3.8636006816536	1.94560853371885e-21	3.78109562442921e-17
ATP5B	0.510761135272315	9.59102295648554	1.96376340066878e-21	3.81618141651965e-17
ZC3H15	0.386783391062769	6.46689506720302	1.98796770075333e-21	3.86301883610388e-17
CCT6A	0.625946305688309	7.83356428203226	1.99732380433278e-21	3.88099988419903e-17
MSANTD3	0.506592516623292	4.95996161248051	2.39017796699555e-21	4.64411578987236e-17
GLCCI1	-0.886748463327737	4.74315683845755	2.58839252567271e-21	5.02898783812952e-17
SEC14L6	-1.20125019932505	3.81871499807559	2.86465199575593e-21	5.56544589735462e-17
SCN4B	-1.05234921690088	3.45029683770376	2.88927987675708e-21	5.61300401657597e-17
AK4	0.964472998746336	4.36556472110388	3.06603150831014e-21	5.95607280804327e-17
TPX2	0.985234726925339	6.05819550678732	3.22026490286096e-21	6.25536457380742e-17
CENPN	0.723493406298122	4.17696234459034	3.46968239217447e-21	6.7395110785597e-17
PRSS3	2.18299414714098	3.9987436394802	3.72138686165369e-21	7.22804970138995e-17
SLC41A1	-0.582285486915696	5.21253041592376	3.92382530506968e-21	7.62085350750633e-17
IL6R	-0.677537115040265	5.35133360716267	4.08474284498329e-21	7.93297907924206e-17
ORC1	0.886510568194235	3.98049772555543	4.83106387322073e-21	9.38192604179466e-17
H2AFY	0.347730167371975	5.60335416451755	4.88510617314635e-21	9.4863876776329e-17
EIF3J	0.405264950967717	6.24378493674701	5.15092692162097e-21	1.00020698964036e-16
ABCA8	-1.25351146033979	3.32514449254904	5.49108421414049e-21	1.06620382185966e-16
TMPRSS2	-0.967175237409919	6.27595746211447	5.7057730573184e-21	1.10783289680894e-16
CFAP221	-1.05349125005327	3.73693691916059	5.71994530774576e-21	1.11052738149884e-16
SMS	0.524897615191549	7.178402153779	6.43077675592268e-21	1.24847099939483e-16
CMAS	0.620938185798347	6.32797998019499	6.51757952670595e-21	1.26525771351943e-16
EIF5A	0.556959532664858	8.89184522771571	7.59697518021975e-21	1.47472482198426e-16
PDCD5	0.562469222298076	6.41681903009581	7.59865499412583e-21	1.47497492090977e-16
GLA	0.594735320729895	5.93315472114054	8.94018952380642e-21	1.73529078657083e-16
TCF21	-1.17606354104172	3.60768516471542	9.60882097567394e-21	1.86497606316856e-16
UBE2S	0.843495171272017	5.05252665725605	9.87634018424389e-21	1.91680010295805e-16
SLC7A5	1.02564850580033	6.85208515990232	9.90133868935892e-21	1.92155279944388e-16
TBX4	-0.895237866571514	3.99699148727205	1.0071527516411e-20	1.95448062983472e-16
ASUN	0.586022537011667	5.16715935984558	1.05133699882099e-20	2.04011944621213e-16
PERP	0.703435947262804	7.92207738497723	1.20549062902514e-20	2.33913401656038e-16
VGLL2	3.40852544525858	3.22690341458628	1.22361504825898e-20	2.37418027813689e-16
GGTLC1	-1.69185643795669	5.80395758763884	1.33301678332693e-20	2.5863191630109e-16
MT2A	1.04429062255627	8.60484145789305	1.50267933946643e-20	2.91534818649883e-16
CGB5	3.52020253220981	3.84618393031002	1.62965963220359e-20	3.16153968647497e-16
KIF23	0.851558345441628	4.17085969070402	1.63590874275146e-20	3.17349937006356e-16
RGL1	-0.623705018994438	5.29182906836891	1.67451531431455e-20	3.24822480670736e-16
TACC3	0.676257370107627	5.18453542634939	1.71258693691588e-20	3.32190488153574e-16
CCDC58	0.541396911575028	5.17139738099437	1.71331329739118e-20	3.32314247161993e-16
SERPINB5	2.10660284528619	4.50274185299249	1.77222443918617e-20	3.43722929980158e-16
CKS1B	0.76179180899583	5.76020715193277	1.78222129437319e-20	3.45643997830737e-16
ACAD8	-0.763270572642755	5.22194140346866	1.78761339768281e-20	3.46671866212627e-16
FLNC	1.38383176131464	4.24225000873449	1.79969751748524e-20	3.48997342590737e-16
SNX25	-0.727858360683792	5.17716202679595	1.87982908819927e-20	3.64517658492721e-16
GGA2	-0.373903948366812	5.87278113402635	1.92722424719105e-20	3.73688781530344e-16
DEPDC1B	0.923490105249777	3.8820220571418	1.95227933317413e-20	3.78527439909133e-16
SOD2	0.703670389395201	6.64019266822741	1.98249737466489e-20	3.84366591000028e-16
CCT7	0.412948223806243	7.87685663306832	2.02637404924377e-20	3.9285313692689e-16
CKAP2L	0.863896411546942	3.8838569172422	2.13880125787276e-20	4.14628011851212e-16
WFDC5	-3.97641820902333	4.10160320412451	2.23720831506189e-20	4.33682831874747e-16
C4A	-0.991426469335152	4.02797256337413	2.26438422315274e-20	4.38928237815927e-16
CALU	0.552910096932864	7.91241270207253	2.3251513961197e-20	4.50684095109881e-16
FEN1	0.610548593809538	5.83479805560444	2.35151404080763e-20	4.55770451389334e-16
CENPA	0.955438049648164	4.26638386121111	2.38924805742193e-20	4.63060166008944e-16
LGI3	-1.80428867325449	3.45400462475245	2.46810346676873e-20	4.78318451859781e-16
PTTG1	0.810935655468443	5.69851047100695	2.52070453322152e-20	4.88487331492998e-16
CEACAM7	2.36146641728857	4.46123423319483	2.57205523258308e-20	4.9841286296995e-16
MCM6	0.594231378857217	5.83464783532907	2.86616158180686e-20	5.55376129706715e-16
DAPK2	-0.892846273403145	3.63884519647246	2.92927674443726e-20	5.67576662002164e-16
TMEM243	-0.659773897282704	5.39764142473026	2.93851780360465e-20	5.69337824448401e-16
PRICKLE4	-0.874718192488901	3.71082102752462	3.22582249714337e-20	6.24970850596557e-16
NCAPD2	0.634186134664292	5.85283626271551	3.4610892855336e-20	6.70516827286425e-16
MYO1E	0.659454416132926	5.19318957137941	3.54837726417886e-20	6.87391643616728e-16
TMPO	0.554226079753557	5.76758100312255	3.83018758865173e-20	7.41945637797726e-16
APBB1	-0.637337888887038	4.44233462680765	3.86830803390216e-20	7.49291266166849e-16
PRDM16	-1.12636090134128	3.69314095230649	4.00627890611135e-20	7.75976161324707e-16
ASPH	0.939053596410574	6.4913757200206	4.00778604006362e-20	7.76228000239522e-16
ADHFE1	-1.02434873163716	3.53862671639193	4.08947841544734e-20	7.92009284719686e-16
