ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
UNFOLDED PROTEIN RESPONSE	UNFOLDED PROTEIN RESPONSE	UNFOLDED PROTEIN RESPONSE	107	0.570983329714048	1.93653757366482	6.47692521303815e-06	2.94405691501734e-05	8.67722038110374e-06	5761	tags=59%, list=29%, signal=42%	IGFBP1/STC2/SLC7A5/DDIT4/MTHFD2/CKS1B/EIF4EBP1/ASNS/PSAT1/XPOT/YWHAZ/NPM1/HSPA9/CEBPB/DKC1/SRPRB/CEBPG/EIF2S1/NOP56/EIF4A3/BANF1/RRP9/LSM1/NOLC1/SHC1/POP4/BAG3/EXOSC4/NOP14/CHAC1/EXOSC2/YIF1A/ATF4/NHP2/HSP90B1/PREB/EIF4E/DDX10/PAIP1/EXOSC5/EIF4G1/RPS14/EXOSC9/ALDH18A1/LSM4/SSR1/CCL2/SDAD1/KHSRP/PDIA6/HYOU1/SPCS1/KIF5B/SEC11A/IMP3/SPCS3/VEGFA/SLC30A5/HSPA5/DNAJB9/TATDN2/CNOT2/CNOT6
INFLAMMATORY RESPONSE	INFLAMMATORY RESPONSE	INFLAMMATORY RESPONSE	198	0.478862226582645	1.75403188461168	1.76656037907796e-05	7.36066824615817e-05	2.16946011465715e-05	2889	tags=33%, list=15%, signal=28%	IL1A/NDP/EREG/NAMPT/CXCL8/CCL20/CCL7/ADM/CXCL11/ITGA5/DCBLD2/CXCL10/SERPINE1/SPHK1/TNFAIP6/PLAUR/RIPK2/FFAR2/CXCL6/CD70/PCDH7/CCL24/HIF1A/IL1B/PDPN/MYC/MMP14/BDKRB1/PVR/ATP2B1/MET/IL15RA/CXCL9/MXD1/INHBA/F3/AQP9/TNFRSF9/TNFSF9/TPBG/IL6/IRAK2/NPFFR2/SLC7A1/IRF1/GCH1/TIMP1/CCL22/CCL5/EMP3/NMI/CD14/SCN1B/GNA15/LYN/PTAFR/FPR1/LIF/ATP2A2/IL18R1/SLC7A2/HRH1/MEFV/IL15/RTP4
XENOBIOTIC METABOLISM	XENOBIOTIC METABOLISM	XENOBIOTIC METABOLISM	196	0.458089927917537	1.67482818130985	8.71810316016602e-05	0.000316825412234645	9.33801215007376e-05	2146	tags=24%, list=11%, signal=22%	IGFBP1/VTN/G6PC/ABCC2/KYNU/CRP/CDA/FETUB/SERPINA6/FABP1/VNN1/SMOX/GCLC/MT2A/SERPINE1/XDH/PTGES/HNF4A/HSD17B2/REG1A/ADH7/PTGR1/HRG/RBP4/HSD11B1/PGD/AKR1C2/HPRT1/UGDH/TDO2/GSTO1/TAT/CYP2C18/AQP9/AKR1C3/GCH1/GCKR/BLVRB/SSR3/AHCY/GSR/UPP1/NQO1/PDLIM5/PTGES3/SHMT2/GABARAPL1
MITOTIC SPINDLE	MITOTIC SPINDLE	MITOTIC SPINDLE	198	0.457055590875858	1.67415602010932	8.87111154257007e-05	0.000316825412234645	9.33801215007376e-05	4221	tags=33%, list=21%, signal=26%	ANLN/BIRC5/KIF4A/PLK1/TPX2/AURKA/NEK2/DLGAP5/PRC1/RHOF/FSCN1/CCNB2/CDK1/ECT2/RACGAP1/KIF23/TTK/KIF11/KIF2C/NDC80/NUSAP1/TOP2A/BUB1/CENPE/LMNB1/ESPL1/CENPF/KIF15/MYO1E/KIF20B/TUBA4A/FBXO5/PIF1/CDC42EP2/INCENP/STK38L/PDLIM5/KIF3C/KNTC1/CLIP1/NCK1/BRCA2/PLEKHG2/PXN/PALLD/MARCKS/SASS6/LRPPRC/WASF1/ARF6/CDC27/MAPRE1/ACTN4/CKAP5/SMC3/UXT/SAC3D1/PCGF5/ARHGDIA/VCL/YWHAE/BCAR1/FLNB/CEP72/SMC4/RALBP1
DNA REPAIR	DNA REPAIR	DNA REPAIR	148	0.483591277158327	1.71057637650262	0.00013616222913241	0.000453874097108033	0.000133773418094999	6428	tags=61%, list=33%, signal=42%	CDA/RAD51/NME1/ZWINT/RFC4/PNP/PCNA/RFC3/FEN1/TYMS/PRIM1/HPRT1/ALYREF/ADA/RFC5/RFC2/POLA2/POLB/NT5C3A/DAD1/GTF2A2/TMED2/POLR2J/COX17/ARL6IP1/TAF9/POLR2H/POLR2K/RALA/RPA3/NME4/DUT/POLR2I/POLE4/ADRM1/SSRP1/UMPS/CANT1/TAF6/SEC61A1/TAF13/RAE1/IMPDH2/NELFE/POLD1/SAC3D1/BRF2/DGUOK/POLD4/MRPL40/GTF2H3/ERCC8/SDCBP/APRT/TARBP2/NCBP2/ZNRD1/LIG1/SNAPC5/BCAP31/VPS37D/SUPT4H1/UPF3B/CMPK2/GTF3C5/POLR2G/GTF2B/NUDT21/POLR2E/NT5C/POLD3/GUK1/GTF2H5/TAF10/SF3A3/SUPT5H/VPS37B/GTF2F1/POLA1/EDF1/GPX4/CSTF3/ITPA/AAAS/DDB1/PDE6G/RBX1/POLR3C/TAF12/TSG101/ERCC1
INTERFERON GAMMA RESPONSE	INTERFERON GAMMA RESPONSE	INTERFERON GAMMA RESPONSE	198	0.448354492316297	1.64228463110139	0.000204959079302719	0.000640497122820997	0.000188778099357768	4934	tags=42%, list=25%, signal=32%	NAMPT/PFKP/MT2A/CCL7/CD274/CXCL11/IDO1/CXCL10/TNFAIP6/MTHFD2/RIPK2/GBP6/OASL/SOD2/HIF1A/PNP/PSMB9/TAP1/IL15RA/CXCL9/OAS3/IL6/EPSTI1/GZMA/IRF1/PSME2/BATF2/STAT1/GCH1/PLA2G4A/UPP1/PSMB8/CCL5/NMI/PLSCR1/UBE2L6/IFI35/GBP4/IFIH1/FCGR1A/FPR1/PSME1/ISG20/DDX60/IL15/PSMB2/TNFAIP2/RTP4/PSMB10/PML/ISG15/PSMA3/PARP12/IFI27/PSMA2/SECTM1/PNPT1/APOL6/IFIT3/LAP3/OAS2/TNFAIP3/RBCK1/CDKN1A/FGL2/XCL1/CCL2/NUP93/SAMD9L/CFB/B2M/CASP4/DDX58/CASP3/ARL4A/CASP7/IL18BP/C1S/METTL7B/CD40/RNF213/SLAMF7/CMPK2/FAS
REACTIVE OXYGEN SPECIES PATHWAY	REACTIVE OXYGEN SPECIES PATHWAY	REACTIVE OXYGEN SPECIES PATHWAY	47	0.620840386988002	1.83979307526753	0.000394615725916157	0.0011606344879887	0.000342081743828248	4915	tags=66%, list=25%, signal=50%	PFKP/TXNRD1/GCLC/G6PD/SRXN1/GCLM/SOD2/TXN/GLRX/GSR/NQO1/NDUFB4/PRDX1/GLRX2/PRDX4/ATOX1/ABCC1/MPO/PRDX2/LAMTOR5/SOD1/CDKN2D/SBNO2/PRNP/MGST1/NDUFS2/OXSR1/NDUFA6/PRDX6/FTL/GPX3
ESTROGEN RESPONSE LATE	ESTROGEN RESPONSE LATE	ESTROGEN RESPONSE LATE	197	0.436485268657942	1.59668071667495	0.000607973588666531	0.0016888155240737	0.000497756154463827	3823	tags=41%, list=19%, signal=33%	KRT13/S100A9/GJB3/TRIM29/LAMC2/TFPI2/SLC7A5/SLC16A1/SERPINA5/CDC20/CDC6/KIF20A/CYP4F11/CA12/PTGES/TFF1/TOP2A/PLK4/SULT2B1/CPE/FKBP4/SERPINA3/GINS2/PERP/OPN3/AREG/SLC26A2/NPY1R/KLK10/GLA/SFN/SCARB1/RNASEH2A/PPIF/HPRT1/KRT19/UGDH/CCNA1/STIL/TPBG/HSPA4L/FABP5/MICB/MYB/BLVRB/TH/PKP3/PRSS23/SLC27A2/AMFR/COX6C/SNX10/AGR2/SERPINA1/SLC9A3R1/RAPGEFL1/DNAJC1/NRIP1/ISG20/MEST/RAB31/BATF/SORD/PDZK1/KLF4/DYNLT3/FKBP5/CD44/TPD52L1/SEMA3B/CCND1/LSR/ETFB/DHCR7/NXT1/SIAH2/CAV1/PRLR/TMPRSS3/ASS1/MYOF
COAGULATION	COAGULATION	COAGULATION	138	0.457361156164599	1.60419990997396	0.000773469335507705	0.00203544561975712	0.000599920814244204	1861	tags=23%, list=9%, signal=21%	FGA/TF/CPN1/APOA1/F2/C8A/SERPINB2/KLK8/GDA/FGG/PLAU/TFPI2/MMP1/CTSV/FURIN/SERPINE1/MMP3/HNF4A/ANXA1/F12/C8G/F2RL2/HRG/MMP14/APOC3/MMP9/F3/MMP11/MMP10/PRSS23/TIMP1/FN1
COMPLEMENT	COMPLEMENT	COMPLEMENT	200	0.41647795421955	1.52621412298158	0.00194035930171772	0.0048508982542943	0.00142973843284463	4768	tags=42%, list=24%, signal=33%	PRSS3/S100A9/KYNU/F2/S100A12/CDA/SERPINB2/MMP12/TFPI2/CTSV/GZMB/SERPINE1/CTSL/HNF4A/PLAUR/CP/PCSK9/DUSP5/HSPA1A/PSMB9/MMP14/F5/GATA3/CDK5R1/F3/IL6/KLK1/GZMA/ME1/IRF1/MSRB1/CEBPB/ERAP2/PLA2G4A/TIMP1/CCL5/FN1/C4BPB/CTSB/CASP5/PLSCR1/CXCL1/DGKG/SERPINA1/LYN/PFN1/FCER1G/ADAM9/ATOX1/GNB4/ANXA5/GPD2/XPNPEP1/CTSC/PPP4C/C1QC/USP14/SCG3/ADRA2B/RCE1/LAP3/LGALS3/PRDM4/DYRK2/C9/GNB2/APOA4/C1QA/TNFAIP3/CALM3/GNAI3/RNF4/KIF2A/MMP8/CFB/GMFB/CASP4/CASP3/CASP7/C1S/PLG/USP15/SIRT6/CDH13/ITIH1
APOPTOSIS	APOPTOSIS	APOPTOSIS	159	0.421631612827857	1.50404558745208	0.00292535199854159	0.00680619729222578	0.00200603709665602	4572	tags=40%, list=23%, signal=31%	IL1A/F2/EREG/BCL2L10/PMAIP1/TOP2A/AVPR1A/ANXA1/SOD2/BIRC3/IL1B/KRT18/BRCA1/TAP1/VDAC2/BIK/HMGB2/CCNA1/IL6/GADD45A/IRF1/SLC20A1/GCH1/EBP/GSR/TIMP1/CDK2/DNM1L/ENO2/CD14/IER3/GNA15/DDIT3/DNAJA1/IGFBP6/ISG20/SQSTM1/ETF1/HSPB1/FASLG/CD44/CDC25B/DIABLO/TNFRSF12A/TNF/CCND1/DAP3/BID/LGALS3/CAV1/PAK1/GPX1/CDKN1A/SOD1/EMP1/IL18/BCL10/BAX/CASP4/BCL2L1/CASP3/CASP7/BCAP31
ANGIOGENESIS	ANGIOGENESIS	ANGIOGENESIS	36	0.611531164911671	1.71250805340572	0.00299472680857934	0.00680619729222578	0.00200603709665602	3285	tags=44%, list=17%, signal=37%	VTN/STC1/SERPINA5/SPP1/CXCL6/POSTN/S100A4/JAG1/COL5A2/MSX1/TIMP1/VCAN/TNFRSF21/COL3A1/ITGAV/PF4
INTERFERON ALPHA RESPONSE	INTERFERON ALPHA RESPONSE	INTERFERON ALPHA RESPONSE	95	0.468540146157514	1.56866145359048	0.00568185683079114	0.0123518626756329	0.00364054899913391	4317	tags=38%, list=22%, signal=30%	CXCL11/CXCL10/RIPK2/OASL/OAS1/PSMB9/TAP1/GBP2/EPSTI1/IRF1/PSME2/BATF2/PSMB8/NMI/PLSCR1/UBE2L6/IFI35/GBP4/IFIH1/PSME1/ISG20/SAMD9/DDX60/IL15/RTP4/ISG15/PSMA3/PARP12/IFI27/PNPT1/IFIT3/LAP3/SAMD9L/B2M/PARP9/TMEM140
KRAS SIGNALING UP	KRAS SIGNALING UP	KRAS SIGNALING UP	194	0.388216668563825	1.41890414224167	0.00632216242957182	0.0131711717282746	0.00388202956201778	2647	tags=27%, list=13%, signal=23%	AKAP12/EREG/ANGPTL4/PLAU/PTPRR/CCL20/PLEK2/G0S2/DCBLD2/NR1H4/CXCL10/RELN/USH1C/SPP1/TMEM158/CPE/PLAUR/SERPINA3/ANXA10/BIRC3/CSF2/GFPT2/IL1B/ANO1/RBP4/HSD11B1/GABRA3/ADAMDEC1/IGFBP3/PPBP/HOXD11/GLRX/MMD/INHBA/MMP9/MMP11/MMP10/TSPAN1/EPHB2/PDCD1LG2/PSMB8/SOX9/F2RL1/HKDC1/ITGA2/MYCN/ALDH1A3/SCN1B/PRRX1/TFPI/FCER1G/LIF
UV RESPONSE UP	UV RESPONSE UP	UV RESPONSE UP	154	0.409837714832567	1.45834412987458	0.00684408548408387	0.0136881709681677	0.0040344082853547	2679	tags=32%, list=14%, signal=28%	SHOX2/NPTX2/TCHH/CTSV/FURIN/GGH/NKX2-5/FKBP4/LHX2/SLC6A8/CCNE1/SOD2/RFC4/APOM/ALDOA/FEN1/TAP1/TUBA4A/MMP14/TFRC/PPIF/CCK/CLTB/ASNS/IL6/IRF1/DDX21/GCH1/AP2S1/MSX1/PPAT/CEBPG/CDK2/DNAJB1/C4BPB/HTR7/GRPEL1/PDAP1/ENO2/ATP6V1F/STIP1/HSPA2/EIF2S3/LYN/POLE3/YKT6/POLR2H/DNAJA1/HSPA13
MYOGENESIS	MYOGENESIS	MYOGENESIS	198	-0.34102334071933	-1.36195663520256	0.00824928340715601	0.0154500309264812	0.00455369332569971	2239	tags=21%, list=11%, signal=19%	REEP1/ITGA7/HDAC5/PTGIS/MYH3/SH2B1/CKM/ENO3/CFD/MEF2C/MYL3/CKMT2/MYH1/ACTN2/SGCG/GNAO1/CKB/LDB3/SORBS1/LAMA2/PYGM/SOD3/FABP3/CD36/DMD/ADCY9/CTF1/AK1/SGCA/FXYD1/MYH11/VIPR1/CASQ2/DAPK2/TNNC1/CLU/TNNT3/FHL1/ACTN3/APOD/MYOZ1/DES
PROTEIN SECRETION	PROTEIN SECRETION	PROTEIN SECRETION	95	0.45983009774238	1.53950041516126	0.00834301670029983	0.0154500309264812	0.00455369332569971	7272	tags=57%, list=37%, signal=36%	TSPAN8/KRT18/GLA/TPD52/AP3S1/AP2S1/DNM1L/ANP32E/TMED2/AP2M1/YKT6/CAV2/LMAN1/BNIP3/CTSC/TMX1/STAM/ADAM10/COPB2/SCAMP1/CLTA/SOD1/M6PR/RAB2A/COPE/AP2B1/ARCN1/AP3B1/VPS4B/OCRL/ZW10/ATP6V1H/LAMP2/EGFR/VAMP7/ARFGAP3/YIPF6/ARF1/USO1/SEC24D/TMED10/TSG101/GOSR2/NAPG/SCAMP3/BET1/PAM/COPB1/RAB9A/RAB5A/SNX2/SNAP23/SEC22B/ARFIP1
